50497883	ACC	5.055436	-1.5930216	8.380861
50497891	ACC	5.404788	-1.3782659	9.715458
50497900	ACC	4.9268217	-1.2281163	10.705488
50497908	ACC	3.824329	-1.3938192	11.109278
50497916	ACC	3.00718	-1.7497516	10.833505
50497925	ACC	2.5669005	-2.0877378	10.29811
50497933	ACC	2.292324	-2.4580271	9.569496
50497941	ACC	2.2187448	-2.888735	8.605188
50497950	ACC	2.2821546	-3.1244283	7.2490563
50497958	ACC	2.12363	-3.1926236	5.9724855
50497966	ACC	2.0793629	-3.1663027	5.0674
50497975	ACC	2.2660031	-2.885744	4.596014
50497983	ACC	2.4861426	-2.1110678	4.912465
50497991	ACC	2.3144577	-1.0235299	6.213562
50498000	ACC	1.5625132	-0.42831525	7.9776707
50498008	ACC	1.1988041	-0.91884387	9.984053
50498016	ACC	1.3734802	-2.5824537	11.108679
50498025	ACC	1.649253	-4.4368916	11.227722
50498033	ACC	2.2031915	-5.4616175	10.474581
50498041	ACC	3.5324044	-5.572884	8.988638
50498050	ACC	5.4592247	-4.648058	7.408179
50498058	ACC	7.309475	-2.949154	6.450452
50498066	ACC	8.370093	-1.4524434	6.619146
50498075	ACC	8.952746	-0.62751776	8.151749
50498083	ACC	9.732208	-0.5766702	10.014561
50498091	ACC	10.161719	-1.0827522	11.542378
50498099	ACC	10.15155	-1.6570296	12.308082
50498108	ACC	10.4261265	-1.9764715	12.367304
50498116	ACC	11.323435	-2.0536401	11.663216
50498124	ACC	12.446267	-1.8143578	10.353146
50498133	ACC	13.126427	-1.2723835	8.6345005
50498141	ACC	13.79881	-0.91166544	6.9595246
50498149	ACC	15.036497	-0.4660022	5.319245
50498158	ACC	16.086348	-0.02632105	3.824927
50498166	ACC	16.18565	0.11365908	2.3898315
50498174	ACC	16.121044	0.2757728	0.90508515
50498183	ACC	16.06541	0.54257256	-0.46301118
50498191	ACC	15.218352	0.066400826	-1.5074782
50498199	ACC	13.427324	-1.2927225	-1.9507487
50498208	ACC	11.055439	-2.9587252	-1.2568301
50498216	ACC	8.487342	-4.336991	0.36789647
50498224	ACC	6.363712	-5.3204412	2.4472594
50498233	ACC	4.90409	-5.5429735	4.814359
50498241	ACC	3.888337	-5.4867425	6.652645
50498249	ACC	2.9150562	-5.84088	7.496713
50498258	ACC	1.9531415	-6.8219376	6.7238317
50498266	ACC	1.0606186	-7.5314093	4.861019
50498274	ACC	0.45164528	-7.980662	2.2331018
50498283	ACC	5.297111	-15.729817	-7.576873
50498291	ACC	-0.16151553	-9.215358	-2.4759731
50498299	ACC	-0.3684947	-6.9649086	0.3589234
50498307	ACC	1.1072787	-6.0323057	-4.421338
50498316	ACC	7.128817	-9.963714	-10.625927
50498324	ACC	10.979466	-11.868999	-16.108482
50498332	ACC	10.325628	-9.875777	-13.433307
50498341	ACC	8.69791	-9.242876	-7.789834
50498349	ACC	9.452248	-9.532407	-4.229314
50498357	ACC	12.519846	-8.938987	-1.5254245
50498366	ACC	15.345172	-7.0408807	1.7641085
50498374	ACC	20.312672	-5.091328	8.029715
50498382	ACC	18.50968	-4.476971	4.8239303
50498391	ACC	13.134802	-4.2664027	-3.1926236
50498399	ACC	8.977272	-5.912665	-8.447262
50498407	ACC	6.296713	-7.726424	-8.337193
50498416	ACC	5.1649075	-8.803194	-5.6787663
50498424	ACC	5.5860443	-8.287541	-3.0442686
50498432	ACC	5.10748	-6.903293	-0.61016977
50498441	ACC	5.1696935	-6.003592	0.14356937
50498449	ACC	5.389235	-5.40419	0.32123643
50498457	ACC	5.539983	-5.0709896	-0.05383851
50498466	ACC	5.733203	-5.3419766	-1.6151553
50498474	ACC	5.4676	-6.2470617	-2.75713
50498482	ACC	5.113462	-7.1342006	-2.9557343
50498491	ACC	5.03749	-7.911868	-2.5034907
50498499	ACC	5.1421757	-8.426325	-1.7605193
50498507	ACC	5.282156	-8.642277	-1.1485549
50498516	ACC	5.7266226	-8.998808	-1.052842
50498524	ACC	5.564509	-8.800801	-0.73519474
50498532	ACC	6.3421764	-8.642876	-0.12801601
50498540	ACC	5.3557353	-8.298309	-0.39182472
50498549	ACC	4.278367	-8.439486	-0.613759
50498557	ACC	3.6197424	-8.4197445	-1.1880364
50498565	ACC	3.0478578	-9.030513	-1.9848464
50498574	ACC	2.6506493	-10.123434	-2.152344
50498582	ACC	3.35055	-11.011171	-1.5194423
50498590	ACC	3.374478	-10.770095	-1.1730813
50498599	ACC	2.5728827	-10.137193	-0.5024927
50498607	ACC	3.8111682	-10.406385	-0.041874398
50498615	ACC	3.9044883	-10.993824	0.5557331
50498624	ACC	3.7615173	-11.293525	1.1162517
50498632	ACC	4.29392	-11.615359	1.9034904
50498640	ACC	4.307679	-11.218749	2.2289143
50498649	ACC	3.5240295	-10.791032	1.3938192
50498657	ACC	2.7852457	-10.280165	0.44805604
50498665	ACC	2.7397819	-10.066007	-0.2428715
50498674	ACC	2.2995026	-9.979267	-0.7800602
50498682	ACC	1.8795621	-9.846465	-0.5946164
50498690	ACC	2.0315065	-9.503095	-0.5270192
50498699	ACC	2.9629126	-9.258429	-0.0065802624
50498707	ACC	2.6865416	-9.171689	-0.87278205
50498715	ACC	2.449054	-9.229117	-1.995614
50498724	ACC	2.6793633	-9.29492	-1.2819548
50498732	ACC	2.687738	-9.275777	0.046061836
50498740	ACC	3.2273195	-9.236296	-0.14177474
50498748	ACC	3.9134614	-8.832506	0.039481573
50498757	ACC	4.6893344	-8.185248	0.40558344
50498765	ACC	5.271388	-8.142776	0.6161518
50498773	ACC	5.346762	-8.559725	0.88354975
50498782	ACC	5.0548377	-8.95813	1.2550355
50498790	ACC	4.99083	-9.180064	1.7294126
50498798	ACC	5.0662036	-9.336794	1.1730813
50498807	ACC	4.5972104	-8.529815	-0.24825534
50498815	ACC	4.8789654	-8.203195	-0.95413804
50498823	ACC	5.2576294	-8.327621	-1.5176477
50498832	ACC	4.3148575	-7.8430743	-2.5256243
50498840	ACC	3.6544385	-7.118049	-3.4737802
50498848	ACC	3.6329029	-7.048059	-3.702893
50498857	ACC	4.026522	-7.6307116	-3.3236306
50498865	ACC	4.7922254	-8.038688	-2.4065814
50498873	ACC	5.343173	-8.3013	-1.2933207
50498882	ACC	5.608178	-8.376076	-0.089132644
50498890	ACC	5.1439705	-8.592627	1.189831
50498898	ACC	4.5858445	-9.032906	1.9722841
50498907	ACC	4.570291	-9.071191	3.4085758
50498915	ACC	4.961518	-8.72483	2.6171498
50498923	ACC	5.17747	-8.237292	1.6378871
50498932	ACC	5.132006	-7.769495	1.282553
50498940	ACC	5.0548377	-7.0468626	1.46022
50498948	ACC	5.5800624	-6.6711893	1.7114664
50498957	ACC	6.1010995	-6.844071	1.9674984
50498965	ACC	6.0484576	-7.1096745	2.181058
50498973	ACC	5.843871	-7.1766734	2.7822545
50498981	ACC	5.529215	-7.587641	3.2123644
50498990	ACC	5.395815	-8.169695	3.3176486
50498998	ACC	5.424529	-8.274381	3.3900316
50499006	ACC	5.400601	-7.969296	3.4594233
50499015	ACC	5.453841	-7.4249287	3.2919257
50499023	ACC	5.2701917	-7.1862445	3.2943187
50499031	ACC	4.6779685	-7.12762	3.0215368
50499040	ACC	4.638487	-6.8817577	2.449054
50499048	ACC	5.5220366	-7.4099736	2.4652054
50499056	ACC	5.3706903	-7.835896	2.8845477
50499065	ACC	5.1032925	-8.047063	2.6386852
50499073	ACC	5.45085	-8.484949	2.6781666
50499081	ACC	5.657231	-9.165109	3.1262228
50499090	ACC	5.7355957	-9.844072	2.9467611
50499098	ACC	5.1296134	-8.2660055	3.6687953
50499106	ACC	5.308477	-8.298907	4.619344
50499115	ACC	6.285945	-7.650452	3.5012977
50499123	ACC	6.939784	-8.263015	2.786442
50499131	ACC	6.329614	-8.82114	2.5639095
50499140	ACC	5.1696935	-8.776276	2.0494525
50499148	ACC	3.6891344	-8.390432	1.7892331
50499156	ACC	3.0622149	-7.1162543	1.643271
50499165	ACC	4.575675	-6.8039913	2.0237298
50499173	ACC	4.402794	-7.6719875	1.8311075
50499181	ACC	3.7196429	-8.46461	2.0590239
50499189	ACC	3.487539	-8.878569	2.8109684
50499198	ACC	3.7429729	-8.793623	2.868396
50499206	ACC	4.6971107	-8.433503	3.1016963
50499214	ACC	5.3557353	-8.282756	3.2506495
50499223	ACC	5.9503517	-8.7984085	2.7272196
50499231	ACC	5.263612	-9.178867	0.8452646
50499239	ACC	3.675974	-9.247662	-1.6031911
50499248	ACC	3.4109688	-9.315857	-2.7391837
50499256	ACC	3.260819	-9.337392	-2.3748765
50499264	ACC	2.9030921	-9.307482	-1.7796619
50499273	ACC	2.6189444	-9.54796	-1.1629118
50499281	ACC	2.842075	-9.763913	-0.4881358
50499289	ACC	2.9012976	-9.715458	0.4564309
50499298	ACC	3.022135	-10.21137	1.2149557
50499306	ACC	2.5429723	-10.6815605	1.5086746
50499314	ACC	2.4454648	-10.768898	1.805983
50499323	ACC	2.7272196	-10.325029	2.2989044
50499331	ACC	2.5603201	-9.599406	3.0837502
50499339	ACC	3.0149565	-9.439087	2.3341985
50499348	ACC	3.1387851	-9.410374	2.2229323
50499356	ACC	2.7756743	-8.568698	3.8339
50499364	ACC	3.342175	-8.489137	4.082155
50499373	ACC	3.571886	-8.56152	3.92064
50499381	ACC	2.7260232	-8.2456665	3.1441689
50499389	ACC	2.815754	-7.8012	2.8235307
50499398	ACC	2.4586253	-7.376474	2.8899314
50499406	ACC	1.7431713	-7.103692	2.714059
50499414	ACC	1.5367904	-7.4656067	2.8061829
50499422	ACC	1.7760726	-7.344171	3.0346973
50499431	ACC	2.5788646	-7.3399835	3.3206396
50499439	ACC	1.8281165	-7.7503524	4.6755753
50499447	ACC	2.4478576	-8.169097	4.840082
50499456	ACC	3.2805598	-7.9555373	5.3814583
50499464	ACC	3.766901	-7.263413	5.871987
50499472	ACC	3.5042887	-7.1491556	5.6237316
50499481	ACC	3.1956146	-7.728817	5.332405
50499489	ACC	2.8307092	-8.203195	5.08415
50499497	ACC	2.4556344	-8.352147	4.8065825
50499506	ACC	2.3611178	-8.480762	4.8454657
50499514	ACC	2.495714	-8.685946	5.0416775
50499522	ACC	2.722434	-8.781659	5.227121
50499531	ACC	3.0586255	-8.635098	5.4352965
50499539	ACC	3.2530425	-8.315059	5.5340004
50499547	ACC	3.5994034	-8.014759	5.471189
50499556	ACC	3.7459638	-7.9764743	5.4185467
50499564	ACC	3.7513478	-7.9746795	5.0572305
50499572	ACC	3.749553	-7.9950185	4.9567323
50499581	ACC	3.6311083	-8.069196	5.27079
50499589	ACC	3.377469	-7.9543405	5.6153564
50499597	ACC	2.9419754	-8.127222	5.6793647
50499606	ACC	2.5501506	-8.303095	5.3246284
50499614	ACC	2.4759731	-8.328219	5.0045886
50499622	ACC	2.6267211	-8.304291	4.9435716
50499630	ACC	2.7355945	-8.209774	4.9495535
50499639	ACC	2.8492537	-8.051848	4.8975096
50499647	ACC	2.8749764	-7.8945203	4.8490553
50499655	ACC	2.78046	-7.839485	4.8263235
